text,label,source
"great expectations from the hotel of THE FUGITIVE! Wonderful lobby! AND THAT'S IT! The room was old in style and furnitures, the tv was from the other century, no minibar, no wireless internet, no wireless adapter enough for the number of the room, those guys ignore that we are in the era of IPAD without cable connections. small room, small bathroom, rude service room. they have lost my credit card number and want CASH ON DELIVERY for a breakfast of 20 dollars. Robbery in the business center, 0,59 cents a MINUTE for internet connection, you have to pay to use word, or excel. NEVER AGAIN!
",1,Spam
"Last year, American oil production reached its highest level since 2003.",1,LIAR
Were losing as many people to heroin and opioid overdoses as we lost to the AIDS epidemic at its peak.,0,LIAR
OShaughnessy even voted for her own personal stimulus package -- a taxpayer-funded pay raise for herself.,0,LIAR
The sequester has already lost 1.6 million jobs.,0,LIAR
"As a former Chicagoan, I'm appalled at the Amalfi Hotel Chicago. First of all, I was expecting luxury and hospitality, neither of which I received. There's an Experience Designer who is supposed to be like a 'personal concierge,' but my experience with my ED was terrible. I felt like he was trying to pressure me into staying more days than I wanted to. Not only that, but I couldn't understand what he was saying most of the time because he was talking so fast. When I finally got to my room, I was disappointed with the quality of the furniture and the room's cleanliness. I had to ask for a maid to come and give me clean towels because some of the towels in the bathroom were damp. On top of that, the bed was messily done; I could have done a better job on my own bed at home. I was angry at this point, because I was paying a lot of money for every night I was staying at Amalfi, and I didn't expect to be greeted with wet towels. I needed to use the Wi-Fi to download some important documents, and the internet was surprisingly slow. Even a very basic hotel or motel could have offered better, maybe even faster internet access. When I finally checked out of the Amalfi, I made sure that my supposed personal concierge knew all of the problems I'd had with my room and the hotel. I was glad to see the Amalfi getting smaller in the mirror as I drove away!
",1,Spam
We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers.,1,LIAR
"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.",0,LIAR
"The average CEO makes $10,000 more every day ... than what the average worker makes every year.",1,LIAR
"When most people think Hilton, they think luxury. I know I did. I only wish I'd been half right. Upon arriving, I was informed that the incompetent staff had lost my reservation entirely. Not a very auspicious start, but they did find me another room. Granted, the new room had an oh-so-scenic view of the broadside of an adjacent building. But, fine. I was willing to let this slide. I didn't want to be difficult. In the following days of my stay, it got a little harder to ignore all the minor problems that were making the Hilton very undeserving of the term, luxury hotel. Noisy neighbors. Rude staff. If the state of my bathroom towels was anything to go by upon checkout, I doubt my sheets were changed even once. Next time I'll ignore the hype and stay somewhere cheaper. The service couldn't possibly be worse.
",1,Spam
I co-sponsored the Rebuild America Jobs Act for transportation and infrastructure.,0,LIAR
"this is my letter to the management..... Sir or Madam: I am writing to give feedback about our recent stay the Amalfi. We were a guest from 11/20 to 11/23. During our stay we used the 'Valet' Service operated through Standard Parking. Our vehicle was returned with stolen items from the glove compartments. Much to my chagrin, $44/day valet service did not include proper security/monitoring, despite the premium over 'self park'. I understand that these parking services are sub-contracted by the hotel, but I would think that any worthy hotel would remedy the situation. This was not the case. I hope that your staff will be able to take measures to rectify the situation for future guests
",1,Spam
"New Jersey today has fewer employees in state government than it had when Christie Whitman left office in January of 2001, and I think thats good. And we did it without any layoffs. We did it through attrition.",0,LIAR
Nancy Pelosi wants a Windfall Tax on Retirement Income.,0,LIAR
"'Classy','Decent' and 'Serene'. these words clearly define the totality of my stay at the talbott hotel in the heart of chicago. the hustle and bustle of the city did little to affect the conducive atmosphere for relaxation provided by this posh hotel. the lounge was so welcoming and flashes of smiles from every angle.the staff from the bell-boy to the managers were polite, helpful and responsive to my needs. the room service was classy and to cap it all the beds were just as comfortable as back home, making the talbott a home away from home. my wife and i enjoyed the t-rex experience and learnt a lot about the city of chicago and what it has got to offer. believe me we will return with the kids because the talbott is family oriented and friendly to kids. it felt very safe. anytime we are in chicago the talbott is gonna be our home away from home!
",1,Spam
